,Advert_No,Price,Room_Count,Meter_Square,Build_Age,Town,Neighbourhood
1944,121431-810,                1460000                 ,3,140,0,Karatay,Karakulak
1945,125652-410,                1400000                 ,3,120,0,Selçuklu,SelahaddinEyyubi
1946,57251-2121,                1700000                 ,5,165,6,Karatay,Hasandedemescit
1947,112034-172,                3000000                 ,8,700,15,Meram,Karahüyük
1948,89673-1567,                350000                 ,4,100,50,Güneysınır,Karasınır
1949,72725-51,                2100000                 ,3,111,0,Selçuklu,SelahaddinEyyubi
1950,134423-192,                1350000                 ,4,180,4,Meram,Aymanas
1951,107333-32,                1550000                 ,3,110,0,Meram,Aymanas
1952,134113-42,                2340000                 ,4,185,6,Selçuklu,Parsana
1953,65192-121,                1300000                 ,3,110,0,Karatay,Hamzaoğlu
1954,132907-50,                2375000                 ,4,137,0,Selçuklu,Sancak
1955,132449-6,                9150000                 ,4,200,5,Selçuklu,Buhara
1956,96769-313,                4500000                 ,5,300,10,Meram,Hatıp
1957,136750-28,                1575000                 ,4,160,4,Karatay,Sarıyakup
1958,128842-357,                3150000                 ,5,210,5,Selçuklu,Şeker
1959,29281-1899,                1250000                 ,5,185,6,Karatay,Orhangazi
1960,132304-26,                1850000                 ,4,155,0,Karatay,Akabe
1961,135835-21,                4850000                 ,6,280,16,Selçuklu,Buhara
1962,56086-1625,                1500000                 ,4,165,13,Selçuklu,Dumlupınar
1963,102252-7,                1750000                 ,4,170,0,Selçuklu,SelahaddinEyyubi
1964,129831-54,                1810000                 ,4,160,3,Selçuklu,Yazır
1965,134123-7,                2400000                 ,5,200,0,Karatay,Hasandedemescit
1966,89516-99,                1000000                 ,3,100,25,Selçuklu,Erenköy
1967,125648-111,                1560000                 ,4,170,8,Selçuklu,Kosova
1968,0-40304510,                820000                 ,3,120,25,Ereğli,Cahı
1969,78913-1258,                950000                 ,4,150,7,Kulu,Cumhuriyet
1970,121745-454,                1400000                 ,4,165,17,Selçuklu,Sancak
1971,98608-863,                780000                 ,3,140,19,Ereğli,Şinasi
1972,34922-1292,                1500000                 ,4,165,5,Karatay,Karakulak
1973,122179-368,                1900000                 ,4,160,0,Selçuklu,Akşemsettin
1974,123893-265,                1750000                 ,4,135,0,Selçuklu,Hanaybaşı
1975,88901-178,                1150000                 ,4,140,35,Selçuklu,MehmetAkif
1976,103244-263,                1400000                 ,3,125,0,Karatay,HacıHasan
1977,58332-356,                2400000                 ,4,175,0,Selçuklu,Sancak
1978,57068-85,                1750000                 ,4,150,0,Selçuklu,SelahaddinEyyubi
1979,119735-181,                850000                 ,4,150,25,Ereğli,Gülbahçe
1980,124915-102,                1750000                 ,4,165,0,Meram,Alpaslan
1981,39168-4332,                3950000                 ,5,240,5,Selçuklu,Şeker
1982,78862-28,                1315000                 ,4,110,40,Meram,Sahibiata
1983,120987-192,                3550000                 ,4,165,0,Selçuklu,Erenköy
1984,135343-98,                1550000                 ,4,170,5,Karatay,Mengene
1985,88418-66,                730000                 ,4,145,30,Selçuklu,MehmetAkif
1986,131350-239,                1550000                 ,3,110,0,Selçuklu,SelahaddinEyyubi
1987,129070-111,                3000000                 ,7,300,4,Ereğli,Barbaros
1988,128032-102,                1500000                 ,8,650,3,Selçuklu,Sızma
1989,46557-1719,                1599999                 ,4,150,0,Selçuklu,Hanaybaşı
1990,57166-415,                1300000                 ,3,141,15,Akşehir,Yeni
1991,133494-67,                1390000                 ,4,145,40,Ereğli,NamıkKemal
1992,123376-351,                2100000                 ,3,140,30,Ereğli,Kazancı
1993,57416-351,                2050000                 ,5,200,20,Selçuklu,MehmetAkif
1994,5115-3531,                2750000                 ,5,220,11,Meram,Havzan
1995,62608-976,                1050000                 ,2,85,0,Ereğli,Atakent
1996,80269-1169,                1140000                 ,4,150,27,Selçuklu,İhsaniye
1997,133841-196,                820000                 ,2,90,5,Selçuklu,Yazır
1998,131945-46,                1850000                 ,8,165,20,Cihanbeyli,Köprübaşı
1999,56033-721,                3500000                 ,14,120,5,Selçuklu,SelahaddinEyyubi
2000,60956-1398,                800000                 ,3,120,26,Selçuklu,Nişantaş
2001,112382-83,                1750000                 ,4,165,19,Selçuklu,Nişantaş
2002,0-40310150,                990000                 ,3,100,25,Ereğli,Gülbahçe
2003,81030-424,                1650000                 ,4,150,21,Selçuklu,Feritpaşa
2004,0-39489141,                2085000                 ,5,200,11,Selçuklu,ŞeyhŞamil
2005,66538-1522,                2500000                 ,5,195,0,Karatay,Orhangazi
2006,95118-344,                2100000                 ,4,165,0,Selçuklu,Akşemsettin
2007,93404-234,                1300000                 ,4,140,5,Karatay,Erenler
2008,73671-1124,                2400000                 ,7,260,3,Selçuklu,Akşemsettin
2009,121431-808,                1790000                 ,4,170,0,Karatay,Karakulak
2010,125652-409,                1650000                 ,4,160,0,Selçuklu,SelahaddinEyyubi
2011,57251-2086,                1990000                 ,4,155,2,Selçuklu,Parsana
2012,72388-214,                1250000                 ,4,120,15,Selçuklu,BosnaHersek
2013,134423-134,                2250000                 ,2,80,4,Meram,Çayırbağı
2014,70173-896,                985000                 ,2,75,1,Ereğli,Çömlekçi
2015,124132-222,                1530000                 ,4,160,0,Karatay,Çimenlik
2016,133344-59,                1050000                 ,4,150,26,Selçuklu,Aydınlıkevler
2017,89673-1517,                7500000                 ,6,330,12,Selçuklu,Erenköy
2018,128140-108,                1975000                 ,2,100,1,Selçuklu,Selçuk
2019,107333-29,                3150000                 ,4,185,0,Selçuklu,Kılınçarslan
2020,134113-2,                1750000                 ,5,220,18,Selçuklu,Kılınçarslan
2021,89011-25,                1500000                 ,4,165,21,Karatay,Kalenderhane
2022,132907-36,                900000                 ,3,110,15,Selçuklu,Tatköy
2023,132449-5,                3000000                 ,4,200,2,Selçuklu,Selçuk
2024,78639-2989,                1190000                 ,4,150,20,Ereğli,Eti
2025,78825-515,                1250000                 ,4,135,9,Selçuklu,Hocacihan
2026,122432-334,                1650000                 ,4,155,0,Karatay,Mengene
2027,136750-8,                1400000                 ,3,115,0,Selçuklu,Kosova
2028,93628-220,                1800000                 ,4,150,3,Selçuklu,MehmetAkif
2029,69350-1334,                785000                 ,4,155,30,Meram,Sahibiata
2030,89044-179,                975000                 ,3,125,15,Ereğli,Gülbahçe
2031,128842-332,                1000000                 ,3,130,0,Karatay,Karaaslanüzümcü
2032,129076-70,                1700000                 ,4,140,15,Meram,Bahçeşehir
2033,129972-22,                2870000                 ,4,155,12,Meram,Kovanağzı
2034,96769-511,                1850000                 ,4,165,0,Selçuklu,Bedir
2035,29281-1818,                1550000                 ,4,170,1,Karatay,Yediler
2036,130018-12,                5700000                 ,6,260,5,Selçuklu,Kılınçarslan
2037,130592-114,                9500000                 ,4,155,0,Selçuklu,MehmetAkif
2038,103622-65,                2550000                 ,5,221,0,Selçuklu,Parsana
2039,56086-1605,                1400000                 ,3,130,0,Selçuklu,Kosova
2040,132760-85,                1950000                 ,4,155,0,Ereğli,ZiyaGökalp
2041,124212-48,                1330000                 ,4,165,0,Karatay,Gaziosmanpaşa
2042,119393-500,                2550000                 ,6,400,15,Selçuklu,Erenköy
2043,0-39187116,                3000000                 ,4,190,8,Selçuklu,Sancak
2044,121639-110,                6500000                 ,4,125,30,Ereğli,Yunuslu
2045,121745-460,                1520000                 ,4,135,30,Selçuklu,MehmetAkif
2046,58948-301,                850000                 ,3,130,20,Ereğli,BatıElagözlü
2047,89516-98,                1250000                 ,3,90,0,Selçuklu,Parsana
2048,129230-28,                12000000                 ,12,520,40,Selçuklu,İhsaniye
2049,135343-96,                1750000                 ,4,165,0,Karatay,Doğuş
2050,88418-56,                1315000                 ,4,155,8,Karatay,Hamzaoğlu
2051,129070-55,                2000000                 ,5,160,55,Ereğli,Gülbahçe
2052,86980-940,                2080000                 ,4,175,8,Selçuklu,Yazır
2053,127826-278,                7200000                 ,12,707,16,Selçuklu,Erenköy
2054,57166-280,                650000                 ,4,120,25,Akşehir,Yeni
2055,129990-81,                865000                 ,2,70,1,Ereğli,Fatih
2056,125683-641,                1800000                 ,4,175,0,Selçuklu,Sancak
2057,5115-3490,                1250000                 ,3,120,16,Selçuklu,İhsaniye
2058,120656-446,                1400000                 ,5,455,20,Karatay,Karaaslanüzümcü
2059,128096-43,                1300000                 ,4,165,1,Kulu,Alparslan
2060,132304-25,                1800000                 ,4,180,0,Karatay,Fetih
2061,34922-380,                3750000                 ,5,250,11,Selçuklu,MehmetAkif
2062,135209-211,                1050000                 ,4,130,3,Sarayönü,Saraç
2063,124309-85,                800000                 ,4,130,29,Cihanbeyli,Köprübaşı
2064,66538-1420,                1400000                 ,3,125,0,Karatay,Yediler
2065,80269-1122,                2700000                 ,4,185,7,Selçuklu,Kılınçarslan
2066,56827-273,                1990000                 ,5,200,26,Meram,Aşkan
2067,131350-260,                1000000                 ,4,130,21,Selçuklu,SelahaddinEyyubi
2068,121431-807,                2000000                 ,4,165,3,Karatay,Ulubatlıhasan
2069,125652-341,                2200000                 ,4,170,0,Selçuklu,Aydınlıkevler
2070,62608-974,                740000                 ,2,80,40,Ereğli,Sümer
2071,112034-165,                1350000                 ,4,165,13,Karatay,HacıHasan
2072,92645-293,                1850000                 ,4,170,10,Selçuklu,SelahaddinEyyubi
2073,129462-185,                1420000                 ,3,110,0,Ereğli,MehmetAkif
2074,89673-1500,                3730000                 ,5,410,16,Selçuklu,Beyhekim
2075,107333-25,                7500000                 ,5,280,11,Meram,Havzan
2076,128140-75,                2250000                 ,4,165,1,Karatay,Keçeciler
2077,66464-389,                1575000                 ,4,150,15,Selçuklu,Esenler
2078,67536-485,                2600000                 ,5,200,13,Meram,Havzan
2079,78639-2988,                1180000                 ,4,160,20,Ereğli,Hıdırlı
2080,108804-842,                3500000                 ,3,240,16,Meram,Lalebahçe
2081,92949-722,                450000                 ,1,502,5,Meram,Alakova
2082,57251-2043,                1350000                 ,4,165,16,Selçuklu,SelahaddinEyyubi
2083,128032-280,                3250000                 ,8,585,26,Meram,Uluırmak
2084,46557-1783,                1550000                 ,4,167,0,Selçuklu,Hanaybaşı
2085,29281-1669,                1300000                 ,4,160,1,Karatay,Ulubatlıhasan
